id,member_id,loan_amnt,loan_amnt_band,funded_amnt,funded_amnt_band,funded_amnt_inv,funded_amnt_inv_band,term,int_rate,int_rate_band,installment,installment_band,grade,sub_grade,emp_title,emp_length_years,emp_length_band,home_ownership,annual_inc,annual_inc_band,verification_status,dti,dti_band,purpose,issue_date,issue_month,issue_month_name,issue_year,loan_status_label,default_flag
775634,977901,21000,High,21000,High,19930.19101,High,60 months,16.89,High,520.67,High,D,D4,Schneider Finance,1,Fresher (0-1y),RENT,89916,Medium,Source Verified,20.47,High,other,6/1/2011,6,Jun,2011,Charged Off,1
770450,972120,6000,Medium,6000,Medium,6000,Medium,36 months,12.99,Medium,202.14,Medium,C,C1,chase bank,9,Expert (7y+),MORTGAGE,81000,Medium,Source Verified,5.36,Low,other,6/1/2011,6,Jun,2011,Fully Paid,0
775614,977880,4000,Low,4000,Low,4000,Low,36 months,5.99,Low,121.67,Low,A,A2,BB&T,6,Senior (3-7y),MORTGAGE,58075,Medium,Not Verified,12.75,Medium,major_purchase,6/1/2011,6,Jun,2011,Fully Paid,0
775551,977813,8000,Medium,8000,Medium,8000,Medium,36 months,13.99,Medium,273.39,Medium,C,C3,Bank of America,10,Expert (7y+),RENT,58000,Medium,Source Verified,11.77,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Charged Off,1
771795,973608,8000,Medium,8000,Medium,8000,Medium,36 months,5.42,Low,241.28,Medium,A,A1,Carolton C/C Hospital,10,Expert (7y+),MORTGAGE,42000,Low,Not Verified,7.8,Low,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
774171,976325,17000,High,17000,High,16950,High,36 months,12.99,Medium,572.72,High,C,C1,Bank of America,1,Fresher (0-1y),RENT,35400,Low,Verified,15.97,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Charged Off,1
775529,977789,7500,Medium,7500,Medium,7500,Medium,36 months,10.59,Medium,244.09,Medium,B,B2,Bridgepoint Education,3,Junior (1-3y),MORTGAGE,52176,Medium,Not Verified,22.75,High,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
775502,977758,12000,Medium,12000,Medium,12000,Medium,36 months,16.49,High,424.8,High,D,D3,Cornerstone Service Corporation,10,Expert (7y+),RENT,225000,Very High,Verified,4.14,Low,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
775469,977721,4000,Low,4000,Low,4000,Low,36 months,15.23,High,139.12,Low,C,C5,shilo restaurant,8,Expert (7y+),RENT,27600,Low,Not Verified,19.39,Medium,moving,6/1/2011,6,Jun,2011,Fully Paid,0
775453,977706,8000,Medium,8000,Medium,8000,Medium,36 months,15.62,High,279.76,Medium,D,D1,Sutter Physician's Health Foundation,2,Junior (1-3y),RENT,195700,Very High,Source Verified,6.87,Low,small_business,6/1/2011,6,Jun,2011,Fully Paid,0
775442,977695,12000,Medium,12000,Medium,11750,Medium,60 months,13.49,Medium,276.06,Medium,C,C2,US Army,10,Expert (7y+),MORTGAGE,72174,Medium,Source Verified,11.36,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775432,977685,9600,Medium,9600,Medium,9350,Medium,36 months,7.49,Low,298.58,Medium,A,A4,OMNI BANK,4,Senior (3-7y),OWN,26400,Low,Source Verified,7.32,Low,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
775416,977669,4000,Low,4000,Low,4000,Low,60 months,17.99,High,101.56,Low,E,E1,Hamden Fire Dept.,10,Expert (7y+),MORTGAGE,119153,High,Source Verified,8.06,Low,car,6/1/2011,6,Jun,2011,Fully Paid,0
775378,977625,5000,Medium,5000,Low,5000,Medium,60 months,15.99,High,121.57,Low,D,D2,city of new haven board of education,10,Expert (7y+),RENT,65004,Medium,Source Verified,3.43,Low,other,6/1/2011,6,Jun,2011,Charged Off,1
775360,977606,4625,Low,4625,Low,4625,Low,36 months,5.42,Low,139.49,Low,A,A1,ieb local1,10,Expert (7y+),OWN,43200,Low,Not Verified,11.67,Medium,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
770095,971675,19500,High,19500,High,19500,High,60 months,22.11,High,539.79,High,G,G1,Fox Restaurant Concepts,7,Senior (3-7y),RENT,45600,Low,Source Verified,14.24,Medium,small_business,6/1/2011,6,Jun,2011,Fully Paid,0
775331,977576,10400,Medium,10400,Medium,10150,Medium,60 months,10.99,Medium,226.07,Medium,B,B3,In-N-Out Burger,7,Senior (3-7y),OWN,42000,Low,Verified,13.51,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774733,976926,2400,Low,2400,Low,2400,Low,36 months,15.62,High,83.93,Low,D,D1,Togo's,1,Fresher (0-1y),RENT,20000,Low,Source Verified,15.06,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775231,977470,2000,Low,2000,Low,2000,Low,36 months,7.49,Low,62.21,Low,A,A4,Federal Aviation Administration,4,Senior (3-7y),MORTGAGE,65000,Medium,Source Verified,19.37,Medium,car,6/1/2011,6,Jun,2011,Fully Paid,0
775233,977473,12000,Medium,12000,Medium,12000,Medium,60 months,17.49,High,301.41,Medium,D,D5,Emergency Medicine Physicians,10,Expert (7y+),MORTGAGE,108000,High,Not Verified,15.41,Medium,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
775201,977438,10000,Medium,10000,Medium,10000,Medium,36 months,7.49,Low,311.02,Medium,A,A4,Jonestrading,4,Senior (3-7y),RENT,75000,Medium,Verified,1.58,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775213,977451,3000,Low,3000,Low,3000,Low,36 months,5.42,Low,90.48,Low,A,A1,Porsche Cars N.A,7,Senior (3-7y),MORTGAGE,68000,Medium,Not Verified,1.45,Low,car,6/1/2011,6,Jun,2011,Fully Paid,0
775175,977412,25000,Very High,25000,High,24975,High,36 months,17.49,High,897.43,Very High,D,D5,State of California,10,Expert (7y+),MORTGAGE,80400,Medium,Verified,10.82,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
773868,975955,15000,High,15000,Medium,14750,Medium,60 months,11.99,Medium,333.6,Medium,B,B5,Fentress & Barnes,2,Junior (1-3y),MORTGAGE,50000,Low,Source Verified,11.04,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
771503,973285,10000,Medium,10000,Medium,9975,Medium,36 months,11.99,Medium,332.1,Medium,B,B5,WideOrbit,4,Senior (3-7y),RENT,65000,Medium,Not Verified,6.76,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775046,977270,6000,Medium,6000,Medium,6000,Medium,36 months,8.49,Low,189.38,Low,A,A5,Edward S Babcock Labs,3,Junior (1-3y),RENT,24000,Low,Not Verified,3.95,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775126,977360,9600,Medium,9600,Medium,9600,Medium,36 months,15.99,High,337.47,Medium,D,D2,c & i engineering,4,Senior (3-7y),MORTGAGE,65000,Medium,Not Verified,11.06,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775125,977359,10300,Medium,10300,Medium,10300,Medium,36 months,15.99,High,362.07,Medium,D,D2,"Concord General Contracting, Inc.",7,Senior (3-7y),MORTGAGE,100000,Medium,Not Verified,15.67,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
773909,975997,4000,Low,4000,Low,4000,Low,36 months,17.49,High,143.59,Low,D,D5,Accenture,3,Junior (1-3y),MORTGAGE,52200,Medium,Not Verified,18.21,Medium,other,6/1/2011,6,Jun,2011,Fully Paid,0
774286,976449,7200,Medium,7200,Medium,7200,Medium,36 months,10.99,Medium,235.69,Medium,B,B3,Fynanz Inc.,2,Junior (1-3y),RENT,42000,Low,Source Verified,4.23,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774816,977019,20000,High,20000,High,19975,High,36 months,10.59,Medium,650.9,Very High,B,B2,Kaiser Permanente,10,Expert (7y+),RENT,85000,Medium,Verified,16.22,Medium,wedding,6/1/2011,6,Jun,2011,Fully Paid,0
775086,977314,9950,Medium,9950,Medium,9950,Medium,36 months,8.49,Low,314.06,Medium,A,A5,Wells Fargo,3,Junior (1-3y),MORTGAGE,95000,Medium,Not Verified,20.21,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775051,977275,2800,Low,2800,Low,2800,Low,36 months,11.99,Medium,92.99,Low,B,B5,First Priority Mortgage,4,Senior (3-7y),MORTGAGE,140000,High,Verified,15.44,Medium,vacation,6/1/2011,6,Jun,2011,Fully Paid,0
762932,963499,18000,High,18000,High,17750,High,60 months,12.99,Medium,409.47,High,C,C1,Dick's Sporting Goods,3,Junior (1-3y),MORTGAGE,60000,Medium,Not Verified,19.66,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Charged Off,1
774888,977102,4000,Low,4000,Low,4000,Low,36 months,16.49,High,141.6,Low,D,D3,Tappan Wire & Cable,4,Senior (3-7y),OWN,25062.24,Low,Source Verified,16.95,Medium,other,6/1/2011,6,Jun,2011,Fully Paid,0
774199,976356,7600,Medium,7600,Medium,7600,Medium,36 months,15.62,High,265.77,Medium,D,D1,"MeritDirect, LLC",1,Fresher (0-1y),RENT,55000,Medium,Source Verified,7.88,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775010,977229,35000,Very High,35000,High,19850,High,60 months,20.25,High,932.17,Very High,F,F1,Southern Hills Hospital,10,Expert (7y+),MORTGAGE,86400,Medium,Verified,19.79,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
775020,977241,7000,Medium,7000,Medium,6975,Medium,60 months,10.99,Medium,152.17,Low,B,B3,ARINC,9,Expert (7y+),MORTGAGE,120000,High,Not Verified,17.03,Medium,home_improvement,6/1/2011,6,Jun,2011,Charged Off,1
774931,977147,6000,Medium,6000,Medium,6000,Medium,36 months,15.62,High,209.82,Medium,D,D1,Harris Corporation,8,Expert (7y+),MORTGAGE,90000,Medium,Not Verified,16.96,Medium,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
774984,977201,12000,Medium,12000,Medium,12000,Medium,60 months,11.49,Medium,263.86,Medium,B,B4,Shelby County,10,Expert (7y+),MORTGAGE,60000,Medium,Not Verified,14.9,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774919,977134,14000,Medium,14000,Medium,14000,Medium,36 months,16.49,High,495.6,High,D,D3,Valet1,4,Senior (3-7y),RENT,45000,Low,Source Verified,14.03,Medium,other,6/1/2011,6,Jun,2011,Charged Off,1
772287,974205,3000,Low,3000,Low,3000,Low,36 months,6.99,Low,92.62,Low,A,A3,CI Hayes,1,Fresher (0-1y),RENT,62000,Medium,Not Verified,13.55,Medium,wedding,6/1/2011,6,Jun,2011,Fully Paid,0
774964,977181,1875,Low,1875,Low,1875,Low,36 months,6.99,Low,57.89,Low,A,A3,AmeriCorps NCCC,2,Junior (1-3y),RENT,13200,Low,Verified,23.91,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774957,977174,5500,Medium,5500,Medium,5500,Medium,36 months,5.42,Low,165.88,Low,A,A1,Silicon Labs,2,Junior (1-3y),MORTGAGE,145986.62,High,Verified,1.77,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
772043,973887,3500,Low,3500,Low,3500,Low,60 months,10.59,Medium,75.39,Low,B,B2,Olympic College,1,Fresher (0-1y),RENT,54000,Medium,Not Verified,8.38,Low,other,6/1/2011,6,Jun,2011,Charged Off,1
774884,977098,2950,Low,2950,Low,2950,Low,36 months,16.49,High,104.43,Low,D,D3,gyro express,2,Junior (1-3y),RENT,19200,Low,Not Verified,6.81,Low,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
774869,977081,7000,Medium,7000,Medium,6975,Medium,36 months,6.99,Low,216.11,Medium,A,A3,Eastman Kodak,10,Expert (7y+),MORTGAGE,49000,Low,Not Verified,6.24,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
771894,973718,6000,Medium,6000,Medium,6000,Medium,36 months,13.99,Medium,205.04,Medium,C,C3,Creative Stage Lighting,5,Senior (3-7y),RENT,32004,Low,Not Verified,18.67,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774836,977043,12925,Medium,12925,Medium,12925,Medium,60 months,11.49,Medium,284.19,Medium,B,B4,Leavers Lace Corp,10,Expert (7y+),MORTGAGE,75000,Medium,Source Verified,11.25,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Charged Off,1
774817,977020,5000,Medium,5000,Low,5000,Medium,36 months,6.99,Low,154.37,Low,A,A3,Office Depot,10,Expert (7y+),RENT,19200,Low,Verified,19.69,Medium,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
709890,902568,21725,High,21725,High,21600,High,36 months,15.62,High,759.72,Very High,D,D1,america airlines,10,Expert (7y+),RENT,60000,Medium,Verified,24.62,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774758,976954,2350,Low,2350,Low,2350,Low,36 months,12.99,Medium,79.17,Low,C,C1,Lafayette Ford,1,Fresher (0-1y),OWN,36000,Low,Not Verified,22.5,High,small_business,6/1/2011,6,Jun,2011,Charged Off,1
774155,976259,12000,Medium,12000,Medium,12000,Medium,36 months,7.49,Low,373.22,Medium,A,A4,JB Dawsons,5,Senior (3-7y),RENT,60000,Medium,Not Verified,8.64,Low,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
766961,967994,24000,High,24000,High,24000,High,36 months,9.99,Low,774.3,Very High,B,B1,Banning Unified School District,6,Senior (3-7y),MORTGAGE,112689,High,Source Verified,4.23,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774664,976850,8000,Medium,8000,Medium,8000,Medium,60 months,17.49,High,200.94,Medium,D,D5,dennis mueller - state farm,1,Fresher (0-1y),MORTGAGE,50000,Low,Not Verified,11.69,Medium,other,6/1/2011,6,Jun,2011,Fully Paid,0
774683,976870,8000,Medium,8000,Medium,8000,Medium,36 months,6.99,Low,246.99,Medium,A,A3,"Five Star Home Inspections, Inc",7,Senior (3-7y),MORTGAGE,96000,Medium,Not Verified,13.63,Medium,other,6/1/2011,6,Jun,2011,Fully Paid,0
774663,976849,6000,Medium,6000,Medium,6000,Medium,36 months,11.49,Medium,197.83,Low,B,B4,Trinnovations Inc.,2,Junior (1-3y),RENT,65000,Medium,Source Verified,2.9,Low,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
772715,974706,12200,Medium,12200,Medium,12200,Medium,60 months,12.99,Medium,277.53,Medium,C,C1,Hutchinson Clinic,3,Junior (1-3y),MORTGAGE,200000,Very High,Verified,15.78,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774612,976797,9100,Medium,9100,Medium,9100,Medium,36 months,11.49,Medium,300.04,Medium,B,B4,Tennis Magazine,1,Fresher (0-1y),RENT,57500,Medium,Source Verified,20.74,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774632,976818,15000,High,15000,Medium,15000,High,36 months,11.99,Medium,498.15,High,B,B5,JP MORGAN CHASE,1,Fresher (0-1y),RENT,92700,Medium,Source Verified,14.72,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774609,976794,7800,Medium,7800,Medium,7750,Medium,60 months,17.99,High,198.03,Low,E,E1,crete carrier corp.,2,Junior (1-3y),RENT,45000,Low,Verified,7.47,Low,credit_card,6/1/2011,6,Jun,2011,Charged Off,1
774449,976626,8400,Medium,8400,Medium,8400,Medium,36 months,16.49,High,297.36,Medium,D,D3,HCA Healthcare,10,Expert (7y+),MORTGAGE,66000,Medium,Not Verified,19.18,Medium,other,6/1/2011,6,Jun,2011,Fully Paid,0
774573,976757,8875,Medium,8875,Medium,8625,Medium,36 months,11.99,Medium,294.74,Medium,B,B5,Clark Nexsen,2,Junior (1-3y),MORTGAGE,37000,Low,Not Verified,19.2,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Charged Off,1
774533,976716,2500,Low,2500,Low,2500,Low,36 months,5.99,Low,76.05,Low,A,A2,wells fargo,2,Junior (1-3y),MORTGAGE,65000,Medium,Not Verified,15.12,Medium,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
774536,976719,4000,Low,4000,Low,4000,Low,36 months,10.99,Medium,130.94,Low,B,B3,united parcel service,8,Expert (7y+),RENT,55000,Medium,Verified,6.87,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774455,976630,4000,Low,4000,Low,4000,Low,60 months,12.99,Medium,91,Low,C,C1,Bjs wholesale club,3,Junior (1-3y),RENT,12000,Low,Source Verified,11,Medium,major_purchase,6/1/2011,6,Jun,2011,Charged Off,1
774453,976625,27000,Very High,27000,High,27000,Very High,60 months,20.62,High,724.69,Very High,F,F2,Hamilton County Municipal Court,10,Expert (7y+),MORTGAGE,125000,High,Source Verified,19.35,Medium,small_business,6/1/2011,6,Jun,2011,Fully Paid,0
774484,976663,5000,Medium,5000,Low,5000,Medium,36 months,10.99,Medium,163.67,Low,B,B3,stokes mazda,7,Senior (3-7y),RENT,42000,Low,Source Verified,2.94,Low,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
773935,976023,10000,Medium,10000,Medium,10000,Medium,60 months,11.49,Medium,219.88,Medium,B,B4,N and B Marine Supply,7,Senior (3-7y),RENT,43008,Low,Not Verified,19.95,Medium,other,6/1/2011,6,Jun,2011,Charged Off,1
773732,975809,9000,Medium,9000,Medium,8700,Medium,36 months,6.99,Low,277.86,Medium,A,A3,TeamSoft Inc,4,Senior (3-7y),MORTGAGE,75000,Medium,Source Verified,13.88,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774458,976633,5000,Medium,5000,Low,5000,Medium,36 months,7.49,Low,155.51,Low,A,A4,"Insight news & features, Inc",3,Junior (1-3y),RENT,58500,Medium,Source Verified,2.42,Low,small_business,6/1/2011,6,Jun,2011,Fully Paid,0
774454,962218,29000,Very High,29000,High,24299.99517,High,60 months,20.99,High,784.39,Very High,F,F3,Eagle Mountain- Saginaw ISD,2,Junior (1-3y),MORTGAGE,58000,Medium,Verified,11.73,Medium,home_improvement,6/1/2011,6,Jun,2011,Charged Off,1
774432,976607,10000,Medium,10000,Medium,10000,Medium,36 months,8.49,Low,315.63,Medium,A,A5,AmerisourceBergen Corp.,10,Expert (7y+),RENT,35000,Low,Not Verified,26.91,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774426,976601,5500,Medium,5500,Medium,5500,Medium,36 months,5.42,Low,165.88,Low,A,A1,Automobile Acceptance Corporation,7,Senior (3-7y),MORTGAGE,37290,Low,Not Verified,13.03,Medium,major_purchase,6/1/2011,6,Jun,2011,Fully Paid,0
769691,971186,2500,Low,2500,Low,2500,Low,36 months,5.99,Low,76.05,Low,A,A2,"Aquent, LLC",10,Expert (7y+),MORTGAGE,93132,Medium,Not Verified,5.71,Low,major_purchase,6/1/2011,6,Jun,2011,Fully Paid,0
774428,976602,30000,Very High,30000,High,30000,Very High,60 months,13.99,Medium,697.9,Very High,C,C3,"JDB Services, Inc.",10,Expert (7y+),MORTGAGE,135000,High,Source Verified,2.27,Low,major_purchase,6/1/2011,6,Jun,2011,Fully Paid,0
774408,976583,12000,Medium,12000,Medium,11950,Medium,36 months,9.99,Low,387.15,Medium,B,B1,IRS,1,Fresher (0-1y),RENT,63250,Medium,Verified,26.09,High,major_purchase,6/1/2011,6,Jun,2011,Fully Paid,0
774336,976505,20000,High,20000,High,19725,High,60 months,18.39,High,512.13,High,E,E2,maguire group inc,5,Senior (3-7y),MORTGAGE,60000,Medium,Verified,23.56,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774055,976154,10000,Medium,10000,Medium,10000,Medium,36 months,12.99,Medium,336.9,Medium,C,C1,SMB Capital,5,Senior (3-7y),RENT,54996,Medium,Not Verified,4.43,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774290,976453,35000,Very High,34675,High,34650,Very High,60 months,16.89,High,859.72,Very High,D,D4,State of Illinois,10,Expert (7y+),MORTGAGE,117600,High,Verified,10.97,Medium,credit_card,6/1/2011,6,Jun,2011,Charged Off,1
774295,976458,5000,Medium,5000,Low,5000,Medium,36 months,10.99,Medium,163.67,Low,B,B3,Stanford School of Medicine,1,Fresher (0-1y),RENT,48500,Low,Source Verified,20.04,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
772732,974723,2000,Low,2000,Low,1900,Low,36 months,18.39,High,72.7,Low,E,E2,affordable spiral stairs,1,Fresher (0-1y),RENT,24000,Low,Not Verified,22.6,High,other,6/1/2011,6,Jun,2011,Charged Off,1
774265,976427,5600,Medium,5600,Medium,5550,Medium,36 months,9.99,Low,180.67,Low,B,B1,"Low, Ball & Lynch",10,Expert (7y+),RENT,102552,High,Verified,22.79,High,medical,6/1/2011,6,Jun,2011,Fully Paid,0
762032,962526,4000,Low,4000,Low,4000,Low,36 months,10.59,Medium,130.18,Low,B,B2,Suture Express,1,Fresher (0-1y),RENT,50000,Low,Not Verified,1.8,Low,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774258,976419,6800,Medium,6800,Medium,6800,Medium,60 months,18.39,High,174.13,Low,E,E2,MCAAP,3,Junior (1-3y),MORTGAGE,42000,Low,Source Verified,21.86,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774260,976422,3150,Low,3150,Low,3150,Low,36 months,6,Low,95.83,Low,B,B2,United States Navy,4,Senior (3-7y),RENT,96000,Medium,Not Verified,13.71,Medium,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
774252,976412,6000,Medium,6000,Medium,6000,Medium,36 months,13.49,Medium,203.59,Medium,C,C2,Bimbo Bakeries,10,Expert (7y+),MORTGAGE,72000,Medium,Not Verified,20.58,High,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
774230,976390,2000,Low,2000,Low,2000,Low,36 months,11.99,Medium,66.42,Low,B,B5,Ritz Carlton,2,Junior (1-3y),RENT,36000,Low,Not Verified,21.68,High,renewable_energy,6/1/2011,6,Jun,2011,Fully Paid,0
774216,976377,12000,Medium,12000,Medium,12000,Medium,60 months,16.49,High,294.96,Medium,D,D3,Doctor Charles Dorato,10,Expert (7y+),RENT,48000,Low,Verified,18.63,Medium,small_business,6/1/2011,6,Jun,2011,Charged Off,1
774182,976338,6000,Medium,6000,Medium,6000,Medium,36 months,7.49,Low,186.61,Low,A,A4,Spottswood Law Firm,5,Senior (3-7y),OWN,14400,Low,Source Verified,10.08,Medium,other,6/1/2011,6,Jun,2011,Fully Paid,0
774207,976365,10000,Medium,10000,Medium,9975,Medium,36 months,14.79,Medium,345.63,Medium,C,C4,Amazon,1,Fresher (0-1y),RENT,140900,High,Verified,23.27,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774142,976246,10000,Medium,10000,Medium,10000,Medium,36 months,11.99,Medium,332.1,Medium,B,B5,Premier Home Health Care,4,Senior (3-7y),OWN,82000,Medium,Verified,17.62,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774039,976138,6700,Medium,6700,Medium,6700,Medium,36 months,13.49,Medium,227.34,Medium,C,C2,Head USA,6,Senior (3-7y),RENT,53000,Medium,Not Verified,12.43,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774077,976178,10000,Medium,10000,Medium,10000,Medium,36 months,10.99,Medium,327.34,Medium,B,B3,E2C Remediation,2,Junior (1-3y),RENT,62364,Medium,Source Verified,24.75,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
772705,974696,20000,High,20000,High,19950,High,36 months,12.99,Medium,673.79,Very High,C,C1,Vista Irrigation District,10,Expert (7y+),MORTGAGE,120000,High,Verified,12.69,Medium,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
774066,976166,8400,Medium,8400,Medium,8400,Medium,60 months,16.89,High,208.27,Medium,D,D4,"The Wet Seal, Inc.",1,Fresher (0-1y),RENT,44400,Low,Source Verified,11.38,Medium,wedding,6/1/2011,6,Jun,2011,Charged Off,1
774063,976162,10000,Medium,10000,Medium,10000,Medium,36 months,17.99,High,361.48,Medium,E,E1,Triple Threat Performing Arts,7,Senior (3-7y),RENT,54000,Medium,Source Verified,20.87,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
774013,976107,1750,Low,1750,Low,1750,Low,36 months,9.99,Low,56.46,Low,B,B1,TCBY,5,Senior (3-7y),RENT,9840,Low,Not Verified,22.56,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
773223,975245,8000,Medium,8000,Medium,8000,Medium,36 months,13.49,Medium,271.45,Medium,C,C2,Smithsonian Astrophysical Observatory,2,Junior (1-3y),RENT,82710,Medium,Not Verified,15.79,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
771972,973801,12000,Medium,12000,Medium,12000,Medium,60 months,16.89,High,297.53,Medium,D,D4,Cleveland Housing Network,4,Senior (3-7y),MORTGAGE,49200,Low,Not Verified,23,High,debt_consolidation,6/1/2011,6,Jun,2011,Charged Off,1
773949,976039,9950,Medium,9950,Medium,9950,Medium,36 months,8.49,Low,314.06,Medium,A,A5,The School,1,Fresher (0-1y),RENT,30000,Low,Source Verified,23.28,High,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
773911,975999,3200,Low,3200,Low,3200,Low,36 months,12.99,Medium,107.81,Low,C,C1,amtrak,5,Senior (3-7y),RENT,78000,Medium,Not Verified,17.54,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
773883,975971,3200,Low,3200,Low,3200,Low,36 months,15.62,High,111.91,Low,D,D1,"Fonality, Inc.",3,Junior (1-3y),RENT,42000,Low,Not Verified,8.43,Low,major_purchase,6/1/2011,6,Jun,2011,Fully Paid,0
773835,975919,20000,High,20000,High,19950,High,60 months,12.99,Medium,454.96,High,C,C1,PROGRESS ENERGY FLA.,10,Expert (7y+),MORTGAGE,90000,Medium,Verified,10.08,Medium,home_improvement,6/1/2011,6,Jun,2011,Fully Paid,0
773834,975918,16000,High,16000,High,16000,High,60 months,12.99,Medium,363.97,Medium,C,C1,"SafeNet, Inc",6,Senior (3-7y),MORTGAGE,65000,Medium,Source Verified,18.24,Medium,wedding,6/1/2011,6,Jun,2011,Fully Paid,0
773833,975917,9600,Medium,9600,Medium,9600,Medium,36 months,7.49,Low,298.58,Medium,A,A4,Lehigh Magnetic Imaging Center,7,Senior (3-7y),MORTGAGE,69000,Medium,Not Verified,15.44,Medium,credit_card,6/1/2011,6,Jun,2011,Fully Paid,0
772186,974093,4000,Low,4000,Low,4000,Low,36 months,13.49,Medium,135.73,Low,C,C2,pilgrims,10,Expert (7y+),OWN,36000,Low,Source Verified,2.2,Low,car,6/1/2011,6,Jun,2011,Fully Paid,0
773787,975867,7000,Medium,7000,Medium,7000,Medium,36 months,11.49,Medium,230.8,Medium,B,B4,U. S. COAST GUARD,10,Expert (7y+),MORTGAGE,72000,Medium,Not Verified,20.08,High,debt_consolidation,6/1/2011,6,Jun,2011,Fully Paid,0
773791,959602,32000,Very High,32000,High,32000,Very High,60 months,14.79,Medium,757.76,Very High,C,C4,,6,Senior (3-7y),RENT,60000,Medium,Verified,19.64,Medium,debt_consolidation,6/1/2011,6,Jun,2011,Charged Off,1
769618,971105,3250,Low,3250,Low,3250,Low,36 months,6.99,Low,100.34,Low,A,A3,"Florida Suncare Testing, Inc.",5,Senior (3-7y),MORTGAGE,32450,Low,Verified,28.66,High,other,6/1/2011,6,Jun,2011,Fully Paid,0
